bathrooms,bedrooms,yearBuilt,propTax,livingArea,lot_size_sqf,schlRnk,hoa,garageSpaces,hasFireplace,basement,latitude,longitude
4.0,6.0,1965.0,0.87,2634.0,4400.0,4.0,0.0,0,0.0,1,40.59716033935547,-74.16620635986328
2.0,3.0,1950.0,0.87,1546.0,4600.0,4.0,0.0,1,1.0,1,40.63052749633789,-74.11214447021484
3.0,3.0,1996.0,0.87,1800.0,3144.0,5.0,38.0,0,0.0,1,40.59042739868164,-74.1640625
3.0,4.0,1899.0,0.87,1560.0,7040.0,7.0,0.0,0,1.0,1,40.61166000366211,-74.12373352050781
1.0,3.0,1915.0,0.87,1100.0,3200.0,4.0,0.0,1,0.0,1,40.626834869384766,-74.11898803710938
2.0,2.0,1985.0,0.87,1028.0,805.0,7.0,180.0,0,0.0,0,40.56420135498047,-74.15497589111328
3.0,3.0,2018.0,0.87,1568.0,2625.0,5.0,0.0,0,0.0,1,40.638668060302734,-74.17154693603516
3.0,3.0,1974.0,0.87,1900.0,2610.0,8.0,261.0,1,0.0,1,40.548099517822266,-74.19852447509766
2.0,3.0,1915.0,0.87,1408.0,4500.0,6.0,0.0,0,0.0,0,40.57991027832031,-74.0797348022461
5.0,6.0,2010.0,0.87,2964.0,5977.0,8.0,0.0,1,1.0,1,40.522743225097656,-74.20475006103516
4.0,4.0,1997.0,0.87,2808.0,6131.0,8.0,0.0,1,1.0,1,40.550052642822266,-74.20918273925781
3.0,5.0,1950.0,0.84,,4791.6,7.0,0.0,1,0.0,0,40.750267028808594,-73.75044250488281
5.0,5.0,1884.0,0.95,2352.0,1306.8,8.0,0.0,0,0.0,0,40.81156921386719,-73.9233627319336
2.0,3.0,1990.0,0.87,1716.0,1122.0,7.0,100.0,0,0.0,1,40.50479888916016,-74.2394790649414
4.0,3.0,1990.0,0.87,2167.0,2375.0,4.0,0.0,1,0.0,0,40.60553741455078,-74.16410064697266
3.0,3.0,1993.0,0.87,1800.0,3569.0,7.0,90.0,1,0.0,1,40.53499984741211,-74.21923828125
2.0,3.0,1989.0,0.87,1680.0,1400.0,7.0,0.0,0,0.0,1,40.56668472290039,-74.10539245605469
2.0,4.0,1965.0,0.87,1403.0,3780.0,7.0,0.0,0,0.0,1,40.537147521972656,-74.20181274414062
3.0,3.0,1930.0,0.84,,1742.4,3.0,0.0,2,0.0,1,40.76155471801758,-73.87093353271484
1.0,1.0,1969.0,0.87,710.0,710.0,6.0,402.0,0,0.0,1,40.58442306518555,-74.09754180908203
3.0,3.0,1986.0,0.87,2000.0,1800.0,7.0,250.0,1,0.0,1,40.58023834228516,-74.15338897705078
4.0,4.0,2001.0,0.87,1850.0,2325.0,9.0,0.0,1,0.0,1,40.54571914672852,-74.13977813720703
1.0,4.0,1953.0,0.87,1348.0,5800.0,4.0,0.0,1,0.0,1,40.61409759521485,-74.1620864868164
1.0,1.0,1988.0,0.87,661.0,661.0,9.0,239.0,0,0.0,0,40.5600814819336,-74.11949157714844
2.0,3.0,1965.0,0.87,1225.0,2625.0,9.0,0.0,0,0.0,1,40.56938552856445,-74.12843322753906
1.0,2.0,1925.0,0.87,1092.0,6250.0,5.0,0.0,1,0.0,1,40.624942779541016,-74.1528091430664
2.0,2.0,2003.0,0.87,1524.0,500.0,7.0,141.0,1,0.0,0,40.56393432617188,-74.1854019165039
4.0,3.0,2018.0,0.87,1835.0,4360.0,5.0,0.0,0,0.0,1,40.6285285949707,-74.14302062988281
3.0,3.0,1933.0,0.87,1240.0,5508.0,7.0,0.0,1,0.0,1,40.54924774169922,-74.14946746826172
3.0,3.0,1980.0,0.87,1260.0,1620.0,8.0,200.0,1,0.0,1,40.551395416259766,-74.1986312866211
3.0,4.0,1945.0,0.87,1888.0,6650.0,8.0,0.0,2,0.0,1,40.62001037597656,-74.0997085571289
4.0,6.0,1986.0,0.95,3961.0,4791.6,7.0,0.0,0,0.0,1,40.90825271606445,-73.89933013916016
2.0,2.0,1960.0,0.87,1440.0,4524.0,4.0,0.0,1,1.0,1,40.62238311767578,-74.10887908935547
2.0,3.0,1996.0,0.65,1800.0,1742.4,8.0,0.0,1,0.0,1,40.60740280151367,-73.94039916992188
2.0,3.0,1978.0,0.87,1303.0,2300.0,6.0,0.0,2,0.0,1,40.579837799072266,-74.09381866455078
7.0,6.0,1988.0,0.87,4452.0,9282.0,7.0,0.0,2,0.0,1,40.51090240478516,-74.23147583007812
2.0,3.0,1920.0,0.87,1500.0,2904.0,4.0,0.0,0,0.0,1,40.62639999389648,-74.11790466308594
2.0,3.0,1941.0,0.87,1583.0,5300.0,7.0,0.0,1,1.0,1,40.51309585571289,-74.23912811279297
2.0,2.0,1989.0,0.87,1192.0,2291.0,7.0,0.0,1,0.0,0,40.59269714355469,-74.18517303466797
3.0,3.0,1990.0,0.87,2088.0,3507.0,9.0,0.0,1,0.0,1,40.54682540893555,-74.1412124633789
3.0,3.0,1935.0,0.87,1476.0,5474.0,9.0,0.0,1,0.0,1,40.54975509643555,-74.13806915283203
3.0,3.0,2004.0,0.87,1188.0,2128.0,9.0,29.0,1,0.0,1,40.51172637939453,-74.24864196777344
4.0,8.0,1930.0,0.95,3717.0,3920.3999999999996,2.0,0.0,2,0.0,1,40.8888053894043,-73.85914611816406
4.0,3.0,1993.0,0.87,1640.0,2500.0,5.0,0.0,0,0.0,1,40.58465194702149,-74.15080261230469
2.0,2.0,1986.0,0.87,1068.0,1471.0,5.0,100.0,0,0.0,0,40.53945541381836,-74.17239379882812
2.0,3.0,1970.0,0.87,1232.0,4000.0,7.0,0.0,0,0.0,1,40.579322814941406,-74.10247802734375
3.0,8.0,1920.0,0.95,3110.0,3484.8,7.0,0.0,4,0.0,0,40.84959411621094,-73.86043548583984
2.0,3.0,1960.0,0.87,1152.0,3000.0,9.0,0.0,0,0.0,1,40.56152725219727,-74.13289642333984
2.0,5.0,1970.0,0.87,2568.0,3808.0,5.0,0.0,1,0.0,1,40.616493225097656,-74.15360260009766
3.0,3.0,2000.0,0.87,1536.0,2500.0,7.0,0.0,0,0.0,1,40.56169509887695,-74.18196105957031
3.0,3.0,1925.0,0.87,1540.0,3030.0,2.0,0.0,1,0.0,1,40.63201141357422,-74.13130950927734
5.0,4.0,2010.0,0.87,2100.0,3500.0,3.0,0.0,1,0.0,1,40.568946838378906,-74.09478759765625
3.0,4.0,1965.0,0.87,1744.0,2800.0,9.0,0.0,1,0.0,1,40.549129486083984,-74.13838958740234
3.0,3.0,1980.0,0.87,1456.0,2332.0,8.0,0.0,0,0.0,1,40.59724426269531,-74.13365173339844
2.0,3.0,1975.0,0.87,1600.0,1280.0,8.0,63.0,1,0.0,0,40.55731964111328,-74.19641876220703
5.0,3.0,2015.0,0.87,4000.0,8000.0,8.0,0.0,2,1.0,1,40.51295852661133,-74.20482635498047
2.0,4.0,1963.0,0.87,1461.0,4000.0,3.0,0.0,0,0.0,1,40.57048797607422,-74.09709930419922
1.0,3.0,1910.0,0.87,1200.0,2626.0,2.0,0.0,1,1.0,1,40.625526428222656,-74.1282958984375
2.0,3.0,1935.0,0.95,1350.0,2613.6,10.0,0.0,1,0.0,1,40.81299591064453,-73.86228942871094
2.0,3.0,1915.0,0.87,1450.0,4536.0,9.0,0.0,0,0.0,1,40.51190185546875,-74.24250793457031
3.0,5.0,1930.0,0.87,1500.0,3162.0,2.0,0.0,0,0.0,1,40.63320541381836,-74.12262725830078
2.0,3.0,1955.0,0.87,988.0,4750.0,7.0,0.0,1,0.0,1,40.59571838378906,-74.09149169921875
3.0,3.0,1945.0,0.84,,2178.0,8.0,0.0,1,0.0,1,40.72432327270508,-73.85317993164062
4.0,7.0,1910.0,0.84,,2613.6,4.0,0.0,1,0.0,1,40.70397186279297,-73.80265808105469
5.0,6.0,2019.0,0.87,2700.0,4000.0,10.0,0.0,2,0.0,1,40.5290412902832,-74.19097137451172
3.0,3.0,2018.0,0.87,1400.0,3000.0,5.0,0.0,0,0.0,1,40.62438583374024,-74.15302276611328
2.0,4.0,1930.0,0.87,1232.0,3264.0,4.0,0.0,1,0.0,1,40.62837600708008,-74.11137390136719
3.0,3.0,1986.0,0.87,1760.0,2500.0,4.0,0.0,0,1.0,0,40.62629318237305,-74.11111450195312
3.0,3.0,2018.0,0.87,1440.0,2400.0,6.0,0.0,0,0.0,1,40.607643127441406,-74.09939575195312
3.0,2.0,1945.0,0.87,1120.0,4200.0,5.0,0.0,1,0.0,1,40.618648529052734,-74.14424133300781
3.0,4.0,1955.0,0.87,2200.0,10000.0,9.0,0.0,2,1.0,1,40.574005126953125,-74.14112854003906
2.0,4.0,1955.0,0.84,,3920.3999999999996,5.0,0.0,1,0.0,1,40.68931579589844,-73.73133850097656
3.0,3.0,1940.0,0.87,1228.0,4750.0,7.0,0.0,2,0.0,1,40.61780548095703,-74.12433624267578
3.0,6.0,1935.0,0.65,1810.0,2000.0,9.0,0.0,1,0.0,0,40.65629577636719,-73.99969482421875
2.0,7.0,1901.0,0.84,,2613.6,4.0,0.0,3,0.0,1,40.7086181640625,-73.91043853759766
5.0,6.0,2010.0,0.87,3752.0,5102.0,9.0,0.0,1,1.0,1,40.50136947631836,-74.2478256225586
4.0,4.0,2018.0,0.87,3600.0,4300.0,8.0,0.0,0,1.0,1,40.61916732788086,-74.09941864013672
2.0,3.0,1930.0,0.87,1260.0,2500.0,5.0,0.0,0,0.0,1,40.63019180297852,-74.13367462158203
2.0,3.0,1915.0,0.84,2037.0,2178.0,6.0,0.0,0,0.0,1,40.69205856323242,-73.81234741210938
2.0,3.0,1955.0,0.84,1120.0,1742.4,8.0,0.0,0,0.0,1,40.755592346191406,-73.77196502685547
2.0,2.0,1987.0,0.87,1632.0,1680.0,8.0,67.0,1,0.0,1,40.55635833740234,-74.19892120361328
3.0,4.0,1965.0,0.87,2080.0,4345.0,9.0,0.0,2,0.0,1,40.57998275756836,-74.1204605102539
5.0,4.0,2012.0,0.87,2742.0,3811.0,7.0,70.0,1,1.0,1,40.540618896484375,-74.14576721191406
1.0,3.0,1940.0,0.87,1056.0,5117.0,8.0,0.0,0,1.0,1,40.52358627319336,-74.21723175048828
2.0,3.0,1965.0,0.87,1360.0,2600.0,9.0,0.0,0,0.0,1,40.57168197631836,-74.1255111694336
3.0,3.0,1987.0,0.87,2282.0,1800.0,5.0,280.0,1,1.0,1,40.5889892578125,-74.1639633178711
1.0,1.0,1969.0,0.87,660.0,660.0,6.0,432.0,0,0.0,0,40.58457946777344,-74.09734344482422
4.0,3.0,2018.0,0.87,1514.0,2700.0,6.0,0.0,2,0.0,0,40.63813018798828,-74.13821411132812
2.0,4.0,1920.0,0.87,1645.0,3700.0,2.0,0.0,1,0.0,1,40.62690734863281,-74.1280517578125
2.0,3.0,1970.0,0.87,1260.0,1800.0,4.0,0.0,0,0.0,1,40.6131591796875,-74.16275024414062
3.0,3.0,1977.0,0.87,2976.0,6000.0,7.0,0.0,0,0.0,1,40.54362106323242,-74.19134521484375
3.0,4.0,1945.0,0.84,,3920.3999999999996,9.0,0.0,0,0.0,1,40.7353515625,-73.80137634277344
1.0,3.0,1925.0,0.87,1200.0,4481.0,7.0,0.0,2,0.0,1,40.51026916503906,-74.2365493774414
3.0,3.0,2003.0,0.87,1440.0,2328.0,7.0,400.0,0,0.0,1,40.595062255859375,-74.1888656616211
4.0,4.0,2001.0,0.87,2450.0,4117.0,8.0,0.0,1,1.0,1,40.545894622802734,-74.20211029052734
3.0,3.0,1994.0,0.87,1120.0,3190.0,6.0,0.0,0,0.0,1,40.56254959106445,-74.17610931396484
5.0,7.0,2014.0,0.87,2979.0,5625.0,7.0,0.0,1,0.0,1,40.5621337890625,-74.10295104980469
2.0,3.0,1981.0,0.87,1142.0,1120.0,4.0,208.0,0,0.0,0,40.60968017578125,-74.1557846069336
1.0,2.0,1989.0,0.87,1348.0,988.0,7.0,30.0,1,0.0,0,40.592811584472656,-74.18619537353516
2.0,4.0,1970.0,0.87,2290.0,4200.0,5.0,0.0,1,0.0,0,40.62970733642578,-74.1497573852539
3.0,5.0,1966.0,0.87,2234.0,4000.0,9.0,0.0,0,0.0,0,40.56271362304688,-74.13184356689453
2.0,3.0,1960.0,0.87,1789.0,4047.0,8.0,0.0,0,0.0,1,40.51857376098633,-74.1950454711914
1.0,3.0,1945.0,0.87,1360.0,3000.0,6.0,0.0,0,0.0,1,40.59662628173828,-74.06366729736328
4.0,8.0,1930.0,0.65,1645.0,3000.0,9.0,0.0,1,0.0,1,40.59218215942383,-73.95878601074219
3.0,2.0,1994.0,0.87,1680.0,2300.0,9.0,0.0,0,0.0,1,40.50876235961914,-74.24652862548828
1.0,3.0,1930.0,0.87,1632.0,2500.0,5.0,0.0,0,0.0,1,40.6308479309082,-74.13288116455078
3.0,2.0,1955.0,0.87,1312.0,1270.0,7.0,0.0,2,1.0,1,40.5869369506836,-74.1086654663086
3.0,5.0,1935.0,0.84,,2178.0,3.0,0.0,2,0.0,1,40.75996017456055,-73.8692855834961
3.0,3.0,2001.0,0.87,2135.0,2500.0,8.0,0.0,0,0.0,1,40.52671813964844,-74.20826721191406
3.0,3.0,2004.0,0.87,1700.0,2304.0,7.0,0.0,0,0.0,1,40.56596755981445,-74.10299682617188
2.0,3.0,1965.0,0.87,1680.0,4200.0,7.0,0.0,1,0.0,0,40.54196548461914,-74.19952392578125
2.0,6.0,1910.0,0.87,2128.0,6875.0,6.0,0.0,4,1.0,1,40.63529586791992,-74.13887023925781
5.0,4.0,1920.0,0.87,1200.0,5000.0,6.0,0.0,0,0.0,1,40.58411407470703,-74.08854675292969
4.0,3.0,1930.0,0.65,1900.0,4100.0,5.0,0.0,2,0.0,1,40.63274002075195,-73.90103149414062
2.0,3.0,1986.0,0.87,1248.0,1222.0,5.0,265.0,0,0.0,0,40.59124374389648,-74.14974212646484
6.0,6.0,1970.0,0.87,2287.0,3040.0,5.0,0.0,1,0.0,1,40.58867263793945,-74.16146850585938
3.0,3.0,1965.0,0.95,1944.0,2613.6,4.0,0.0,0,0.0,1,40.86355972290039,-73.83768463134766
3.0,4.0,1940.0,0.84,,2178.0,7.0,0.0,2,0.0,1,40.72254943847656,-73.81835174560547
4.0,9.0,1945.0,0.87,3346.0,6000.0,6.0,0.0,0,1.0,1,40.59365081787109,-74.06708526611328
2.0,3.0,1985.0,0.87,1424.0,4174.0,4.0,75.0,0,0.0,1,40.59815979003906,-74.16348266601562
5.0,4.0,1989.0,0.87,1582.0,5750.0,7.0,0.0,1,0.0,0,40.613380432128906,-74.1154556274414
2.0,2.0,1989.0,0.87,1480.0,1050.0,3.0,70.0,1,0.0,0,40.57208251953125,-74.08990478515625
2.0,3.0,1990.0,0.87,1716.0,1012.0,7.0,0.0,0,0.0,1,40.5050048828125,-74.23855590820312
3.0,3.0,1960.0,0.87,1020.0,1930.0,6.0,0.0,0,0.0,1,40.58670425415039,-74.09734344482422
2.0,3.0,1925.0,0.87,1164.0,4000.0,3.0,0.0,0,1.0,1,40.5720329284668,-74.09839630126953
2.0,2.0,1965.0,0.87,912.0,4000.0,7.0,0.0,0,0.0,1,40.60268783569336,-74.12012481689453
3.0,4.0,1970.0,0.87,1880.0,4275.0,7.0,0.0,1,0.0,0,40.54174423217773,-74.19790649414062
2.0,4.0,1945.0,0.84,,4791.6,7.0,0.0,0,0.0,1,40.789527893066406,-73.8416748046875
2.0,6.0,1920.0,0.87,1400.0,7800.0,5.0,0.0,1,1.0,1,40.63597869873047,-74.16100311279297
3.0,3.0,1975.0,0.87,1376.0,2600.0,5.0,0.0,0,0.0,1,40.58343505859375,-74.15218353271484
4.0,9.0,1960.0,0.87,2780.0,4000.0,8.0,0.0,1,0.0,1,40.59966659545898,-74.12969970703125
3.0,4.0,1955.0,0.87,1300.0,5250.0,4.0,0.0,1,0.0,1,40.62963104248047,-74.10626220703125
5.0,4.0,1997.0,0.87,2300.0,4280.0,9.0,0.0,1,1.0,1,40.50555419921875,-74.2514419555664
2.0,3.0,1920.0,0.84,1960.0,3049.2000000000003,5.0,0.0,1,0.0,1,40.72329330444336,-73.74099731445312
3.0,4.0,1960.0,0.87,1768.0,3760.0,2.0,0.0,1,1.0,0,40.624324798583984,-74.13040161132812
4.0,6.0,2005.0,0.87,4424.0,7290.0,8.0,0.0,1,1.0,1,40.52362823486328,-74.20618438720703
2.0,2.0,1991.0,0.87,1200.0,800.0,2.0,50.0,1,0.0,0,40.62587738037109,-74.12628173828125
2.0,2.0,1940.0,0.84,1260.0,1742.4,6.0,0.0,3,0.0,1,40.73008346557617,-73.91792297363281
2.0,3.0,1950.0,0.87,1200.0,4500.0,7.0,0.0,1,0.0,1,40.58954620361328,-74.09759521484375
1.0,2.0,1930.0,0.95,740.0,3484.8,10.0,0.0,4,0.0,0,40.813106536865234,-73.85753631591797
3.0,4.0,1950.0,0.95,2018.0,2178.0,4.0,0.0,1,0.0,1,40.858917236328125,-73.84426879882812
2.0,5.0,1945.0,0.87,1900.0,5000.0,9.0,0.0,0,0.0,1,40.56427383422852,-74.12286376953125
4.0,4.0,1945.0,0.87,2048.0,5000.0,7.0,0.0,1,1.0,1,40.61394119262695,-74.12821960449219
3.0,3.0,1955.0,0.84,,1742.4,6.0,0.0,1,0.0,1,40.72371292114258,-73.81307220458984
3.0,4.0,1980.0,0.87,2256.0,2856.0,5.0,0.0,1,1.0,1,40.58413314819336,-74.15010833740234
5.0,5.0,2001.0,0.87,1200.0,3408.0,5.0,0.0,0,0.0,1,40.63119125366211,-74.15496063232422
5.0,8.0,1970.0,0.87,2322.0,5742.0,5.0,0.0,5,0.0,0,40.59453201293945,-74.15824890136719
6.0,5.0,2002.0,0.87,2880.0,5000.0,7.0,0.0,1,1.0,1,40.5123176574707,-74.23420715332031
3.0,4.0,1920.0,0.87,1540.0,4250.0,2.0,0.0,0,1.0,1,40.62765121459961,-74.12406921386719
3.0,4.0,1973.0,0.87,2238.0,3570.0,4.0,0.0,0,0.0,1,40.604129791259766,-74.16320037841797
2.0,2.0,1978.0,0.87,1293.0,1293.0,7.0,247.0,0,0.0,0,40.57863998413086,-74.15780639648438
2.0,2.0,1986.0,0.87,1248.0,2447.0,5.0,245.0,0,0.0,0,40.59141159057617,-74.151123046875
2.0,4.0,1960.0,0.87,1300.0,4180.0,9.0,0.0,0,0.0,1,40.55612564086914,-74.13349151611328
2.0,3.0,2002.0,0.87,1350.0,1534.0,7.0,180.0,0,0.0,1,40.56489562988281,-74.1835708618164
2.0,3.0,1955.0,0.87,1200.0,5000.0,7.0,0.0,0,0.0,1,40.62099838256836,-74.07415008544922
2.0,3.0,1923.0,0.87,1000.0,2000.0,6.0,0.0,0,0.0,1,40.573978424072266,-74.09051513671875
4.0,4.0,2000.0,0.87,2350.0,3030.0,7.0,103.0,1,1.0,1,40.530399322509766,-74.21765899658203
2.0,6.0,1970.0,0.84,2438.0,3049.2000000000003,8.0,0.0,1,0.0,1,40.77789306640625,-73.84770965576172
2.0,4.0,1899.0,0.87,1680.0,5000.0,2.0,0.0,2,1.0,1,40.6401596069336,-74.08048248291016
2.0,3.0,1920.0,0.87,1160.0,4680.0,7.0,0.0,1,0.0,1,40.60763168334961,-74.1258544921875
5.0,5.0,1967.0,0.87,2844.0,4620.0,4.0,0.0,1,0.0,0,40.59870147705078,-74.16431427001953
2.0,3.0,1980.0,0.87,1300.0,2800.0,7.0,8.0,0,0.0,0,40.56117248535156,-74.10174560546875
2.0,2.0,1935.0,0.87,1100.0,2500.0,4.0,0.0,1,1.0,1,40.63030242919922,-74.09960174560547
1.0,3.0,1940.0,0.87,1040.0,2500.0,5.0,0.0,0,0.0,1,40.63075637817383,-74.13178253173828
3.0,3.0,1995.0,0.87,1214.0,2019.0,4.0,0.0,0,0.0,1,40.61406326293945,-74.15896606445312
3.0,3.0,1965.0,0.87,1224.0,2500.0,9.0,0.0,1,0.0,1,40.55309677124024,-74.13371276855469
2.0,3.0,1970.0,0.87,1200.0,3100.0,7.0,0.0,0,0.0,1,40.56348037719727,-74.1068344116211
2.0,3.0,1984.0,0.87,1306.0,1306.0,6.0,214.0,0,0.0,1,40.54853820800781,-74.21437072753906
2.0,3.0,1935.0,0.87,1650.0,4000.0,7.0,0.0,1,1.0,1,40.61503982543945,-74.12906646728516
4.0,5.0,2017.0,0.87,2065.0,3712.0,6.0,35.0,1,0.0,1,40.63951873779297,-74.13970947265625
3.0,3.0,1899.0,0.87,1297.0,5000.0,6.0,0.0,1,0.0,1,40.63727188110352,-74.13841247558594
3.0,3.0,1920.0,0.87,2416.0,8840.0,4.0,0.0,0,1.0,1,40.62318801879883,-74.1052474975586
4.0,7.0,1915.0,0.87,2640.0,5500.0,7.0,0.0,1,1.0,1,40.59358978271485,-74.09912109375
2.0,3.0,1965.0,0.87,1680.0,4200.0,7.0,0.0,1,0.0,0,40.54196548461914,-74.19952392578125
3.0,4.0,1972.0,0.87,2484.0,2115.0,8.0,68.0,1,0.0,1,40.55483627319336,-74.19680786132812
3.0,3.0,1925.0,0.95,1040.0,2613.6,4.0,0.0,0,0.0,1,40.879642486572266,-73.838623046875
1.0,1.0,1961.0,0.65,550.0,550.0,8.0,313.0,0,0.0,0,40.6115608215332,-73.94451904296875
5.0,4.0,1983.0,0.87,2248.0,2520.0,8.0,425.0,0,0.0,1,40.54866409301758,-74.19552612304688
2.0,2.0,1986.0,0.87,972.0,1350.0,5.0,145.0,0,0.0,0,40.61985778808594,-74.15276336669922
1.0,2.0,1986.0,0.87,1314.0,792.0,7.0,215.0,1,0.0,0,40.50221252441406,-74.23809051513672
3.0,3.0,2005.0,0.87,1974.0,1889.0,7.0,81.0,0,0.0,1,40.59505462646485,-74.1823959350586
3.0,3.0,1985.0,0.87,1620.0,2550.0,2.0,0.0,0,0.0,1,40.6288948059082,-74.1316909790039
3.0,3.0,2005.0,0.87,2534.0,2960.0,3.0,0.0,0,1.0,0,40.57491683959961,-74.09687042236328
2.0,3.0,1975.0,0.87,1376.0,3560.0,8.0,0.0,1,0.0,0,40.552978515625,-74.19590759277344
2.0,3.0,1996.0,0.87,1500.0,2455.0,9.0,60.0,1,0.0,1,40.559173583984375,-74.11295318603516
2.0,3.0,1970.0,0.87,1500.0,2600.0,7.0,0.0,0,0.0,1,40.61212158203125,-74.10530853271484
3.0,3.0,1960.0,0.87,2138.0,4000.0,9.0,0.0,1,0.0,1,40.57020568847656,-74.1330337524414
3.0,3.0,1997.0,0.87,3240.0,4452.0,5.0,39.0,0,0.0,1,40.59019088745117,-74.16365051269531
3.0,5.0,1975.0,0.87,2132.0,4040.0,7.0,0.0,1,0.0,0,40.60832595825195,-74.11790466308594
3.0,3.0,1955.0,0.84,,3049.2000000000003,4.0,0.0,1,0.0,1,40.76219940185547,-73.88117980957031
3.0,4.0,1970.0,0.87,2442.0,4000.0,7.0,0.0,1,0.0,0,40.54026412963867,-74.19776916503906
2.0,3.0,1925.0,0.87,1520.0,2500.0,7.0,0.0,0,0.0,1,40.5799674987793,-74.11090087890625
2.0,4.0,1970.0,0.87,1648.0,4000.0,6.0,0.0,0,1.0,0,40.56337356567383,-74.1800537109375
3.0,3.0,1980.0,0.87,2176.0,2442.0,6.0,0.0,1,0.0,0,40.57892608642578,-74.09268188476562
2.0,4.0,1970.0,0.87,1925.0,3230.0,4.0,0.0,1,0.0,0,40.6130256652832,-74.16891479492188
2.0,3.0,1915.0,0.87,896.0,2000.0,3.0,0.0,0,0.0,0,40.57373428344727,-74.0925064086914
2.0,3.0,1970.0,0.87,1140.0,2375.0,9.0,0.0,0,0.0,1,40.55810928344727,-74.130126953125
3.0,3.0,1996.0,0.87,1260.0,2039.0,8.0,0.0,0,0.0,1,40.61261749267578,-74.10295104980469
3.0,3.0,1965.0,0.95,1776.0,1742.4,8.0,0.0,1,0.0,1,40.83485412597656,-73.82199096679688
5.0,6.0,2014.0,0.95,4500.0,4356.0,7.0,0.0,3,0.0,1,40.8537483215332,-73.8331298828125
2.0,4.0,1940.0,0.87,1800.0,4000.0,7.0,0.0,2,0.0,1,40.61857223510742,-74.12000274658203
2.0,4.0,1959.0,0.84,2240.0,3920.3999999999996,6.0,0.0,0,0.0,0,40.64931488037109,-73.84007263183594
3.0,4.0,1901.0,0.84,853.0,1742.4,9.0,0.0,0,0.0,1,40.703399658203125,-73.82554626464844
2.0,3.0,1983.0,0.87,1339.0,1862.0,8.0,200.0,1,0.0,1,40.5526123046875,-74.19776153564453
3.0,3.0,1987.0,0.87,2282.0,1800.0,5.0,280.0,1,1.0,1,40.5889892578125,-74.1639633178711
3.0,3.0,1950.0,0.84,950.0,3920.3999999999996,6.0,0.0,0,0.0,1,40.723052978515625,-73.80540466308594
2.0,3.0,2002.0,0.87,1350.0,1534.0,7.0,180.0,0,0.0,1,40.56489562988281,-74.1835708618164
2.0,3.0,1899.0,0.87,1264.0,2600.0,2.0,0.0,1,0.0,1,40.62876510620117,-74.1284408569336
2.0,3.0,1974.0,0.87,2038.0,4200.0,7.0,0.0,1,0.0,0,40.53987121582031,-74.1991958618164
5.0,4.0,2000.0,0.87,3040.0,6000.0,9.0,0.0,0,1.0,1,40.57342147827149,-74.13754272460938
3.0,3.0,1955.0,0.87,1132.0,3840.0,8.0,0.0,0,0.0,1,40.60708236694336,-74.1451644897461
2.0,4.0,1970.0,0.87,2492.0,4123.0,5.0,0.0,1,0.0,0,40.592655181884766,-74.15596008300781
1.0,1.0,1899.0,0.87,864.0,1750.0,6.0,0.0,0,0.0,1,40.59619522094727,-74.0704116821289
3.0,2.0,1992.0,0.87,930.0,1567.0,6.0,0.0,0,0.0,1,40.55191421508789,-74.21509552001953
2.0,3.0,1899.0,0.87,1440.0,3795.0,4.0,0.0,0,0.0,1,40.62934494018555,-74.10147857666016
2.0,4.0,1960.0,0.87,910.0,4750.0,7.0,0.0,0,0.0,1,40.55322647094727,-74.14772033691406
2.0,4.0,1925.0,0.87,2301.0,7192.0,8.0,0.0,0,1.0,1,40.523738861083984,-74.21022033691406
2.0,3.0,1975.0,0.87,1496.0,1826.0,8.0,62.0,0,0.0,0,40.554683685302734,-74.19432067871094
3.0,4.0,1970.0,0.87,1973.0,5240.0,7.0,0.0,1,1.0,0,40.5652961730957,-74.15444946289062
3.0,3.0,1970.0,0.87,1360.0,2500.0,8.0,0.0,0,0.0,1,40.60123825073242,-74.13561248779297
2.0,3.0,1935.0,0.87,1390.0,5900.0,4.0,0.0,2,0.0,1,40.62659454345703,-74.10258483886719
2.0,3.0,1950.0,0.87,1672.0,6250.0,4.0,0.0,2,0.0,1,40.62636947631836,-74.10380554199219
4.0,3.0,2019.0,0.87,1919.0,3635.0,2.0,0.0,0,1.0,1,40.63867568969727,-74.08233642578125
3.0,3.0,2005.0,0.87,1290.0,2300.0,3.0,0.0,0,0.0,1,40.5895881652832,-74.07662963867188
3.0,5.0,1965.0,0.84,,3920.3999999999996,6.0,0.0,1,1.0,0,40.6529426574707,-73.8405990600586
2.0,3.0,1970.0,0.87,1103.0,4000.0,5.0,0.0,0,0.0,1,40.58808135986328,-74.15145874023438
3.0,3.0,2002.0,0.87,1684.0,1139.0,7.0,52.0,1,0.0,1,40.53065490722656,-74.22186279296875
2.0,3.0,1997.0,0.87,1020.0,1218.0,6.0,300.0,0,0.0,0,40.57769012451172,-74.09211730957031
4.0,3.0,2019.0,0.87,1600.0,3251.0,6.0,42.0,1,1.0,1,40.544227600097656,-74.22148895263672
1.0,3.0,1950.0,0.87,1200.0,8250.0,9.0,0.0,1,0.0,0,40.56024169921875,-74.11572265625
2.0,3.0,1990.0,0.87,1496.0,1750.0,5.0,51.0,1,0.0,0,40.63643264770508,-74.15357971191406
2.0,3.0,1945.0,0.84,1300.0,4356.0,5.0,0.0,1,1.0,0,40.75787734985352,-73.7388687133789
